64506368,0,0,0,8,296181,0,0,0
6794152,0,61,0,15,525,0,0,0
197555480,0,0,0,16,374309,0,0,0
201560888,0,3,0,10,16529,45,45,65
126934000,0,0,0,7,31,0,0,0
51779840,0,0,0,11,227242,0,0,0
157406072,0,0,0,15,297274,0,0,0
162018232,0,0,0,12,220474,0,0,1
175045504,0,0,0,12,220894,0,0,0
98801640,0,0,0,9,219824,0,0,0
94875536,128,0,0,11,2058,0,0,0
4388712,0,0,0,7,219293,0,0,0
171211296,0,0,0,8,259402,0,0,1
148820904,0,21,0,23,369341,0,0,33
240371600,0,0,0,7,36,0,0,0
20209576,0,0,0,5,225883,0,0,0
148329368,0,0,0,5,328608,0,0,0
184910608,0,0,0,8,386203,0,0,2
177710942,8330,0,93,6,280193,8,8,0
76188056,680,0,0,10,442128,0,0,0
84282327,1512,0,331,8,239407,11,11,0
180294813,6504,0,51,9,248923,218,218,1
225476400,0,0,0,7,10327,0,0,0
16589640,0,0,0,8,430296,0,0,1
150903128,0,0,0,15,281881,8,8,0
204259864,0,0,0,8,226096,0,0,0
239313616,0,0,6,8,227298,0,0,0
201634184,0,0,0,8,260880,0,0,0
236916736,0,0,0,16,367694,0,0,0
78508831,11663,0,68,13,265383,0,0,1
209900104,0,0,0,8,295316,0,0,0
203976360,0,0,0,9,226397,0,0,1
189511936,0,0,0,8,224833,0,0,0
14380132,0,0,12,13,420459,0,0,0
159327792,0,0,0,19,369149,0,0,0
81963664,568,0,0,8,307767,0,0,0
243050136,0,0,0,6,282489,0,0,0
192314448,0,0,0,8,248082,0,0,9
168937554,0,0,0,10,313237,0,0,0
154114400,0,0,3,8,193996,0,0,0
1450432,0,0,0,9,287598,0,0,0
37415508,974,0,0,12,309524,47,47,0
61796352,0,0,0,7,301244,0,0,0
60046448,0,0,0,9,196797,0,0,1
58462528,0,0,0,11,362482,0,0,0
114225408,0,0,0,9,492539,0,0,0
171171104,0,0,0,11,494138,0,0,0
47162592,0,0,0,11,503837,0,0,0
209654664,0,0,0,10,494010,0,0,0
213302336,0,0,0,11,497081,0,0,0
2324760,0,0,0,10,501117,0,0,1
212203368,0,0,0,9,507116,0,0,0
104030712,0,0,0,10,503238,0,0,0
194123768,0,0,0,11,515904,0,0,0
35516168,0,0,0,10,497926,0,0,0
78314752,0,0,0,10,494413,0,0,0
160599109,4526,0,744,10,245268,8,8,3
241881004,3362,0,70,6,113180,15,15,0
9002328,0,0,0,5,248687,0,0,0
133937096,0,0,0,10,504907,0,0,0
150383965,699,0,67,11,208392,1,1,0
58435760,0,0,0,11,513672,0,0,0
36558984,0,0,0,8,320597,0,0,0
113874744,0,107,4,9,300457,0,0,13
185807192,4816,0,0,9,318768,0,0,0
54160760,0,0,0,10,313372,0,0,0
75044848,0,0,0,9,311535,0,0,0
27150536,0,0,0,15,58,0,0,0
239650352,0,0,0,8,319052,0,0,0
165833832,0,0,0,6,394943,0,0,0
207060288,0,0,0,19,372208,0,0,0
11679656,0,0,0,8,246244,0,0,0
145452104,0,0,0,7,31,0,0,0
12870608,0,34,0,23,323213,0,0,205
154655112,0,7,0,8,262558,0,0,0
146152808,0,0,0,9,221471,0,0,0
68643440,0,0,0,19,353212,0,0,1
22439449,0,0,58,11,238556,2,2,0
139851104,0,0,112,20,376564,0,0,0
194036461,0,0,3,13,302765,1,1,2
189279096,0,0,0,9,219093,0,0,0
1608672,0,0,0,8,296022,0,0,0
111309712,0,0,0,8,243104,0,0,0
139558032,0,0,3,7,243458,0,0,0
166378576,0,0,0,7,19164,0,0,0
114448384,208,0,0,15,58,0,0,0
140319936,0,0,0,9,226995,0,0,0
156215528,0,0,0,15,58,0,0,0
79989872,0,0,0,11,35,0,0,0
66447456,0,0,0,16,59,0,0,0
216861064,0,0,0,6,262007,0,0,0
39997488,0,0,0,6,291279,0,0,0
180068816,0,0,0,6,290372,0,0,0
15208800,0,0,0,12,321890,0,0,13
110938768,0,0,0,8,231988,0,0,0
40544224,0,0,0,7,312274,0,0,0
193813208,3048,0,6,8,399573,0,0,0
120441344,0,0,0,18,61,0,0,0
221699392,496,0,0,8,209408,168,168,0
159498296,0,0,0,14,298347,0,0,0
95686952,0,0,0,17,274600,0,0,0
205988712,0,0,0,14,307647,0,0,0
2284192,0,0,0,9,243400,0,0,0
116271408,0,0,0,8,299314,0,0,1
77044488,2344,0,0,8,216498,0,0,0
36607160,0,0,0,8,297415,0,0,0
125869680,0,0,0,9,226234,0,0,0
34100511,327,0,11,8,139986,0,0,0
112617048,0,0,0,8,260388,0,0,0
29468096,0,0,0,8,291597,0,0,0
161102112,0,0,0,13,375208,0,0,8
83578535,555,0,103,9,260616,4,4,0
239923925,2267,0,34,10,193540,11,11,0
152072408,0,0,0,12,515018,0,0,0
25889296,0,100,0,19,370779,0,0,24
163422752,0,0,0,16,371567,0,0,0
42487496,0,0,0,12,504342,0,0,0
203238440,0,0,0,8,223916,0,0,0
140222200,0,0,0,9,259962,0,0,0
68704280,0,0,0,10,302326,0,0,0
21707792,0,0,0,8,318723,16,16,0
50059720,0,0,0,8,301077,0,0,0
78125440,0,0,0,12,228069,0,0,0
47108032,0,0,0,8,263151,0,0,0
158340496,0,0,0,12,227582,0,0,0
64523032,0,0,0,8,226974,0,0,0
177300952,0,0,0,8,219112,0,0,0
2610704,0,0,0,8,258887,0,0,0
128883864,0,0,0,7,290283,0,0,0
67823464,0,0,0,19,367150,0,0,0
119574264,0,0,0,13,325295,0,0,0
228512608,0,0,0,6,225134,0,0,0
216828304,0,0,0,5,261795,0,0,0
161069160,0,0,0,5,225638,0,0,0
163342432,0,0,0,16,369745,0,0,0
68433704,0,0,0,16,374234,0,0,0
35091984,0,0,0,10,431495,0,0,0
4350136,0,0,0,12,218834,0,0,0
166073720,0,0,0,19,372508,0,0,0
156447688,0,0,0,11,226219,0,0,0
193916840,0,0,0,16,353655,0,0,0
210420864,0,0,0,9,219783,0,0,0
176656968,0,0,0,8,288940,0,0,1
93703912,0,0,0,16,369380,0,0,0
24732664,0,0,0,12,220706,0,0,1
227033728,0,0,0,8,287501,0,0,0
227745730,118,0,30,51,205079,46,46,1
31520152,0,0,0,7,297003,0,0,0
20040440,0,0,0,8,220771,0,0,1
20352249,7531,0,4,8,255227,0,0,2
205216952,0,0,0,12,227363,0,0,0
155629635,1160,0,16,19,300337,0,0,0
62864240,0,0,0,9,300373,0,0,9
170156096,0,0,0,11,423137,0,0,0
33249368,0,0,0,10,305856,0,0,0
151391920,0,0,0,9,222481,0,0,0
237660480,0,0,0,13,320210,0,0,0
163878970,0,1,8,8,255958,153,153,194
159656595,0,0,8,9,231800,15,15,0
121517983,17450,1,27,6,309024,28,28,37
241322480,0,0,0,9,300918,0,0,0
231012352,0,0,0,11,311718,0,0,2
52234816,0,1,0,9,310387,0,0,0
28137896,160,0,0,8,303663,0,0,0
153022104,0,0,0,8,369117,0,0,12
111452544,0,0,0,6,317672,0,0,0
146401392,0,1,0,12,516310,0,0,3
11868832,0,0,6,6,210018,0,0,0
177643099,10326,0,75,7,279408,267,267,0
166123728,0,0,0,14,504411,0,0,0
30931024,0,1,6,10,517484,0,0,33
116571104,0,0,0,21,372111,0,0,0
88748116,8929,0,6,10,281590,0,0,2
174719248,0,0,0,12,517279,0,0,0
87294598,0,0,14,9,316080,0,0,4
230193632,0,0,0,6,358675,0,0,1
113474904,0,0,0,10,312217,0,0,0
37883528,0,0,0,8,311882,8,8,0
122119392,0,0,0,16,59,0,0,5
153267343,650,0,8,8,290776,36,36,0
37321896,0,0,0,10,276309,0,0,0
34722992,0,0,0,17,281624,0,0,0
232221696,0,0,0,16,371364,0,0,1
193693352,0,0,0,7,298586,0,0,0
17504176,0,0,0,11,241168,0,0,23
172933120,0,0,0,12,224646,0,0,0
149633264,0,0,0,13,224923,0,0,0
81415436,20068,0,124,14,322897,0,0,3
198631465,0,0,15,15,336152,0,0,0
103230368,0,0,0,7,261479,0,0,0
6689248,0,0,0,8,248884,0,0,1
151109038,330,0,33,9,265604,0,0,0
120444624,0,0,0,16,58,0,0,0
39192575,1049,0,1,17,247785,0,0,1
103175992,0,0,0,19,354993,0,0,0
178311920,544,0,6,9,310266,0,0,0
10377104,0,0,0,8,319110,0,0,0
239751154,2152,0,30,10,201532,11,11,0
145824816,0,0,0,8,217949,0,0,0
236653768,0,0,0,8,215982,0,0,0
163927121,0,1,8,8,257454,165,165,212
239294544,0,0,0,8,289688,0,0,0
176896856,0,0,2,3,299347,0,0,4
67104896,0,0,0,8,518389,0,0,0
168207464,0,0,0,10,304393,0,0,0
81174168,0,0,0,10,262276,0,0,0
159401928,0,0,0,6,383040,0,0,0
9288632,0,0,0,10,318594,0,0,0
172077392,0,0,0,7,226649,0,0,0
227185680,0,0,0,10,313088,0,0,0
235468120,0,1,6,13,303209,0,0,1
85253056,0,0,0,12,36,0,0,1
40326200,0,0,0,11,505098,0,0,0
85651833,0,0,136,8,276437,0,0,1
149272546,0,264,0,7,303272,2,2,15
198349772,0,0,14,15,334684,0,0,0
94000467,1408,0,9,7,331121,0,0,1
237086648,524,0,1,8,272644,0,0,0
